"title","propertyType","id","priceRange","pricePerSqft","bedrooms","bathrooms","floorSize","areaType","possessionStatus","postedBy","description","scrapedAt","pageUrl","url"
"2 BHK Flat in DN Nagar, Andheri West","2 BHK Flat","H85568358","₹2.01 Cr","₹34,358 /sqft","585 sqft","54 sqm","2 BHK","","Ready To Move","Realty Adwise","Well planned 2bhk apartment, close to dn nagar and azad nagar metro station. Nice and open views of bhavans college from all bedrooms and living room. Compact but well planned apartment, ready to move in, fully furnished apartment. Very close to apna bazaar market, yet a peaceful location, off the main road. Dn nagar, close to juhu circle, the club and metro station","2026-02-16T14:14:13.579Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dn-nagar-mumbai-andheri-dahisar-585-sq-ft-spid-H85568358"
"2 BHK Flat in Versova, Andheri West","2 BHK Flat","W87650756","₹3.35 Cr","₹41,875 /sqft","1,000 sqft","93 sqm","2 BHK","","Ready To Move","Deven Housing","This lovely 2 bhk apartment/flat in versova is available for sale in one of western mumbai's most popular projects, ajmera shastri nagar. The flat is east-Facing. The flat is over 1000 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . This flat lies on the 16th level of a 24 storey building. This is a ready to move project and the property is 10+ years old. The flat comes we...","2026-02-16T14:14:13.580Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ajmera-shastri-nagar-versova-mumbai-andheri-dahisar-1000-sq-ft-spid-W87650756"
"4 BHK Flat in Andheri West, Mumbai","4 BHK Flat","T87865086","₹16.5 Cr","₹47,142 /sqft","3,500 sqft","325 sqm","4 BHK","","Ready To Move","BMG Properties","Situated in andheri west, western mumbai, oberoi sky gardens is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in western mumbai is your opportunity to be a part of this community. This property faces the east direction. The flat is over 3500 sq.Ft. Built up area and comes with 4 bedroom(s), 4 bathrooms and 3 balconies. The residential building...","2026-02-16T14:14:13.581Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-oberoi-sky-gardens-andheri-west-mumbai-andheri-dahisar-3500-sq-ft-spid-T87865086"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","K87459776","₹6 Cr","₹46,692 /sqft","1,285 sqft","119 sqm","3 BHK","","Ready To Move","BMG Properties","This lovely 3 bhk apartment/flat in andheri west is available for sale in one of western mumbai's most popular projects, esquina private residences. This property faces the east direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 1285 sq.Ft. The flat has a total of 19 floors and this property is situated o...","2026-02-16T14:14:13.651Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-andheri-west-mumbai-andheri-dahisar-1285-sq-ft-spid-K87459776"
"2 BHK Flat in Amboli, Andheri West","2 BHK Flat","X88786562","₹2.35 Cr","₹36,153 /sqft","650 sqft","60 sqm","2 BHK","","Ready To Move","India Housing Hub","Spacious & bright 2bhk flat on the 5th floor of a 6 storey well maintained society with oc on the main caesar road, amboli. Flat has a l shaped living room with a well defined dinning area , modular kitchen, pipe gas connection and comes with 1 stilt parking.","2026-02-16T14:14:13.652Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-can-rose-villa-amboli-mumbai-andheri-dahisar-650-sq-ft-spid-X88786562"
"2 BHK Flat in Amboli, Andheri West","2 BHK Flat","P86003430","₹2.68 Cr","₹30,316 /sqft","884 sqft","82 sqm","2 BHK","","Ready To Move","India Housing Hub","Bright and airy, well done up flat on the higher floor of a premium construction in a quiet location of amboli just 5 mins walking from azad nagar metro stn
3 level podium parking, large ac lobby, children's play area, gymnasium, infinity swimming pool.","2026-02-16T14:14:13.653Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gurnani-palms-amboli-mumbai-andheri-dahisar-884-sq-ft-r1-spid-P86003430"
"3 BHK Flat in Navneeth Colony, Andheri West","3 BHK Flat","I87109548","₹3.65 Cr","₹30,416 /sqft","1,200 sqft","111 sqm","3 BHK","","Ready To Move","India Housing Hub","Bright and airy east-West orientation flat exquisitely furnished from ceiling to floor in all rooms, tastefully designed bathrooms and intelligently designed furniture to use space efficiently. Spacious flat having a usable area of more than 1200 sqft. Low density & well-Maintained society in a very convenient location for easy access to railway station as well as the western express highway. R...","2026-02-16T14:14:13.654Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eternia-apartment-navneeth-colony-mumbai-andheri-dahisar-1200-sq-ft-r1-spid-I87109548"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","W87311538","₹3.1 Cr","₹31,000 /sqft","1,000 sqft","93 sqm","2 BHK","","Ready To Move","RAJESH SHETH","Located in the popular residential address of andheri west, western mumbai, naman habitat is one of the most preferred destination for apartments in western mumbai. This 2 bhk flat is your ticket to be a part of this community. This is a east-Facing property. Constructed on a super built up area of 1000 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The property is located on the 8th fl...","2026-02-16T14:14:13.655Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-naman-habitat-andheri-west-mumbai-andheri-dahisar-1000-sq-ft-spid-W87311538"
"1 BHK Flat in Andheri West, Mumbai","1 BHK Flat","Q87003904","₹1.7 Cr","₹40,937 /sqft","415 sqft","39 sqm","1 BHK","","Ready To Move","RAJESH SHETH","This beautiful 1 bhk flat in andheri west, western mumbai is situated in mdm maestro, one of the popular residential society in western mumbai. The flat is north-Facing. Containing 1 bedroom(s), 1 bathroom and 1 balcony, this flat is spread over a carpet area of 415 sq.Ft. The residential building has 11 floors in total and the flat for sale is located on the 7th floor. As the project is alread...","2026-02-16T14:14:13.656Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-mdm-maestro-andheri-west-mumbai-andheri-dahisar-415-sq-ft-spid-Q87003904"
"2 BHK Flat in Ratan Nagar, Andheri West","2 BHK Flat","Z87008056","₹4.05 Cr","₹40,500 /sqft","1,000 sqft","93 sqm","2 BHK","","Ready To Move","RAJESH SHETH","This 2 bhk flat is located in indra sukh chs, which houses some of the most spacious flats in ratan nagar, western mumbai. This property faces the east direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a super built up area of 1000 sq.Ft. The property is located on the 11th floor of a 19 floors tall building. As the project is already ready to move, so you can easily mo...","2026-02-16T14:14:13.656Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-indra-sukh-chs-ratan-nagar-mumbai-andheri-dahisar-1000-sq-ft-spid-Z87008056"
"1 BHK Flat in Andheri West, Mumbai","1 BHK Flat","A88622340","₹1.1 Cr","₹38,596 /sqft","285 sqft","26 sqm","1 BHK","","Ready To Move","Raajesh Property Consultant","1rk for sale at manik moti, yari road, andheri west This charming 1rk apartment is available for sale in the well-Known building manik moti, located in the heart of yari road, andheri west. With a compact yet efficient carpet area of 285 sqft, this cozy unit is perfect for individuals or couples seeking a convenient city lifestyle. The property is listed at 1.10cr, offering great value for its ...","2026-02-16T14:14:13.658Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-manik-moti-andheri-west-mumbai-andheri-dahisar-285-sq-ft-spid-A88622340"
"3 BHK Flat in Azad Nagar, Andheri West","3 BHK Flat","T86650976","₹4 Cr","₹36,563 /sqft","1,300 sqft","121 sqm","3 BHK","","Ready To Move","Deven Housing","Check out this 3 bhk apartment for sale in naman habitat, a popular residential project that houses in-Demand flats in azad nagar, western mumbai. The flat is facing the south-West direction. Containing 3 bedroom(s), 3 bathrooms , this flat is spread over a built up area of 1300 sq.Ft. The flat has a total of 17 floors and this property is situated on 15th floor. This is a ready to move project...","2026-02-16T14:14:13.658Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-naman-habitat-azad-nagar-mumbai-andheri-dahisar-1300-sq-ft-r1-spid-T86650976"
"2 BHK Flat in SV Patel Nagar, Andheri West","2 BHK Flat","N87294498","₹2.7 Cr","₹24,545 /sqft","1,100 sqft","102 sqm","2 BHK","","Ready To Move","HOME CHOICE","This 2 bhk apartment is available for sale in sunil niwas chs, one of the most prominent projects for flats in sv patel nagar, western mumbai. This property faces the north direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a super built up area of 1100 sq.Ft. This flat is situated on the 7th floor of this 15 floors tall residential building. An added advantage of this 1...","2026-02-16T14:14:13.659Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-5","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sunil-niwas-chs-sv-patel-nagar-mumbai-andheri-dahisar-1100-sq-ft-spid-N87294498"
"4 BHK Flat in Lokhandwala Andheri West, Mumbai","4 BHK Flat","Y88309652","₹6.5 Cr","₹32,500 /sqft","2,000 sqft","186 sqm","4 BHK","","Ready To Move","HOME CHOICE","This residential flat is north-Facing direction. Containing 4 bedroom(s), 4 bathrooms , this flat is spread over a super built up area of 2000 sq.Ft. This flat is situated on the 5th floor of this 12 floors tall residential building. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The well built marble floor...","2026-02-16T14:14:14.380Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indradarshan-phase-2-lokhandwala-andheri-west-mumbai-andheri-dahisar-2000-sq-ft-spid-Y88309652"
"4 BHK Flat in Aram Nagar, Andheri West","4 BHK Flat","J88309286","₹8 Cr","₹32,000 /sqft","2,500 sqft","232 sqm","4 BHK","","Ready To Move","HOME CHOICE","This is a west-Facing property. The floor plan additionally contains 4 bedroom(s), 4 bathrooms . All in all, the flat is spread over a super built up area of 2500 sq.Ft. The residential building has 21 floors in total and the flat for sale is located on the 15th floor. As the project is already ready to move, so you can easily move into this 5-10 years old property. The floor of this flat is be...","2026-02-16T14:14:14.381Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-kabra-metro-one-aram-nagar-mumbai-andheri-dahisar-2500-sq-ft-spid-J88309286"
"2 BHK Flat in Lokhandwala Andheri West, Mumbai","2 BHK Flat","D88169580","₹3.5 Cr","₹31,818 /sqft","1,100 sqft","102 sqm","2 BHK","","Ready To Move","HOME CHOICE","Check out this 2 bhk apartment for sale in samartha deep, a popular residential project that houses in-Demand flats in lokhandwala andheri west, western mumbai. This residential flat is west-Facing direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a super built up area of 1100 sq.Ft. The flat has a total of 22 floors and this property is situated on 7th floor. This 10+ ...","2026-02-16T14:14:14.382Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-samartha-deep-lokhandwala-andheri-west-mumbai-andheri-dahisar-1100-sq-ft-spid-D88169580"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","A87971278","₹4.35 Cr","₹50,347 /sqft","864 sqft","80 sqm","2 BHK","","Ready To Move","SK Property","Situated in andheri west, western mumbai, transcon triumph is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in western mumbai is your opportunity to be a part of this community. The flat is facing the west direction. The flat is over 864 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the 23rd level...","2026-02-16T14:14:14.382Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-transcon-triumph-andheri-west-mumbai-andheri-dahisar-864-sq-ft-spid-A87971278"
"2 BHK Flat in Yamuna Nagar, Andheri West","2 BHK Flat","R87902218","₹2.7 Cr","₹38,571 /sqft","1,100 sqft","102 sqm","2 BHK","","Ready To Move","HOME CHOICE","This beautiful 2 bhk flat in yamuna nagar, western mumbai is situated in rna oakland park, one of the popular residential society in western mumbai. The flat is facing the north direction. The flat is over 1100 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . The residential building has 8 floors in total and the flat for sale is located on the 2nd floor. This is a ready to...","2026-02-16T14:14:14.383Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rna-oakland-park-yamuna-nagar-mumbai-andheri-dahisar-1100-sq-ft-spid-R87902218"
"3 BHK Flat in Phase D Shastri Nagar, Andheri West","3 BHK Flat","G87637690","₹4.25 Cr","₹38,636 /sqft","1,500 sqft","139 sqm","3 BHK","","Ready To Move","HOME CHOICE","Golden rays is one of western mumbai's most sought after destination for apartments and this 3 bhk flat in phase d shastri nagar is your opportunity to be a part of this community. The flat is north-Facing. Containing 3 bedroom(s), 3 bathrooms , this flat is spread over a super built up area of 1500 sq.Ft. The flat has a total of 13 floors and this property is situated on 1st floor. This 10+ ye...","2026-02-16T14:14:14.384Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-golden-rays-phase-d-shastri-nagar-western-mumbai-1500-sq-ft-spid-G87637690"
"2 BHK Flat in Lokhandwala Complex, Andheri West","2 BHK Flat","G87210736","₹2.55 Cr","₹23,181 /sqft","1,100 sqft","102 sqm","2 BHK","","Ready To Move","HOME CHOICE","Grenville chs is one of the most popular destination for buying apartments/ flats in lokhandwala complex, western mumbai. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is facing the north direction. The flat is over 1100 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . The property is located on the 3rd floor of a 12 floors tall building...","2026-02-16T14:14:14.384Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-grenville-chs-lokhandwala-complex-mumbai-andheri-dahisar-1100-sq-ft-spid-G87210736"
"3 BHK Flat in Lokhandwala Andheri West, Mumbai","3 BHK Flat","F86804786","₹2.9 Cr","₹35,151 /sqft","1,500 sqft","139 sqm","3 BHK","","Ready To Move","HOME CHOICE","This beautiful 3 bhk flat in lokhandwala andheri west, western mumbai is situated in shiv shivam chs, one of the popular residential society in western mumbai. This residential flat is north-Facing direction. The flat is over 1500 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms . The flat has a total of 17 floors and this property is situated on 12th floor. As the project is...","2026-02-16T14:14:14.451Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shiv-shivam-chs-lokhandwala-andheri-west-mumbai-andheri-dahisar-1500-sq-ft-spid-F86804786"
"2 BHK Flat in DN Nagar, Andheri West","2 BHK Flat","A86797110","₹2.25 Cr","₹36,885 /sqft","1,050 sqft","98 sqm","2 BHK","","Ready To Move","HOME CHOICE","Situated in dn nagar, western mumbai, dlh mamta is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in western mumbai is your opportunity to be a part of this community. This is a north-Facing property. The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All in all, the flat is spread over a super built up area of 1050 sq.Ft. The fla...","2026-02-16T14:14:14.452Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dlh-mamta-dn-nagar-mumbai-andheri-dahisar-1050-sq-ft-spid-A86797110"
"2 BHK Flat in Lokhandwala Andheri West, Mumbai","2 BHK Flat","H86357340","₹3.05 Cr","₹27,727 /sqft","1,100 sqft","102 sqm","2 BHK","","Ready To Move","HOME CHOICE","Check out this 2 bhk apartment for sale in indradarshan phase 2, a popular residential project that houses in-Demand flats in lokhandwala andheri west, western mumbai. This residential flat is north-Facing direction. Constructed on a super built up area of 1100 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . This flat lies on the 5th level of a 15 storey building. This is a ready to move...","2026-02-16T14:14:14.453Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-indradarshan-phase-2-lokhandwala-andheri-west-mumbai-andheri-dahisar-1100-sq-ft-spid-H86357340"
"2 BHK Flat in Shastri Nagar , Andheri West, Mumbai","2 BHK Flat","M86231692","₹3.25 Cr","₹30,952 /sqft","1,050 sqft","98 sqm","2 BHK","","Ready To Move","HOME CHOICE","Bakers field is one of western mumbai's most sought after destination for apartments and this 2 bhk flat in shastri nagar , andheri west is your opportunity to be a part of this community. This property faces the north direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a super built up area of 1050 sq.Ft. The flat has a total of 7 floors and this property is situated on ...","2026-02-16T14:14:14.454Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bakers-field-shastri-nagar-andheri-west-western-mumbai-1050-sq-ft-spid-M86231692"
"3 BHK Flat in Four Bungalows, Andheri West","3 BHK Flat","L88423860","₹5 Cr","₹45,454 /sqft","1,100 sqft","102 sqm","3 BHK","","Ready To Move","SKY BUILD PROPERTIES and INVESTMENT CONSULTANT","This is a north-East-Facing property. The flat is over 1100 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 9th level of a 29 storey building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. ...","2026-02-16T14:14:14.455Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-western-heights-four-bungalows-mumbai-andheri-dahisar-1100-sq-ft-spid-L88423860"
"3 BHK Flat in Shastri Nagar , Andheri West, Mumbai","3 BHK Flat","U86403566","₹4.1 Cr","₹37,272 /sqft","1,100 sqft","102 sqm","3 BHK","","Ready To Move","SKY BUILD PROPERTIES and INVESTMENT CONSULTANT","Looking for a 3 bhk property for sale in western mumbai? Buy this 3 bhk flat in golden rays that is situated in shastri nagar , andheri west, western mumbai. The flat is facing the north-East direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms . All in all, the flat is spread over a carpet area of 1100 sq.Ft. The flat has a total of 13 floors and this property is situated ...","2026-02-16T14:14:14.456Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-golden-rays-shastri-nagar-andheri-west-western-mumbai-1100-sq-ft-r1-spid-U86403566"
"3 BHK Flat in Shastri Nagar , Andheri West, Mumbai","3 BHK Flat","Z85801424","₹4 Cr","₹36,363 /sqft","1,100 sqft","102 sqm","3 BHK","","Ready To Move","SKY BUILD PROPERTIES and INVESTMENT CONSULTANT","Situated in shastri nagar , andheri west, western mumbai, windsor tower is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in western mumbai is your opportunity to be a part of this community. This property faces the north-East direction. Constructed on a carpet area of 1100 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms . The residential ...","2026-02-16T14:14:14.457Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-windsor-tower-shastri-nagar-andheri-west-western-mumbai-1100-sq-ft-r1-spid-Z85801424"
"2 BHK Flat in Shastri Nagar , Andheri West, Mumbai","2 BHK Flat","J87308394","₹2.75 Cr","₹28,947 /sqft","950 sqft","88 sqm","2 BHK","","Ready To Move","Greens Realty","It's a well mentain buildings 
With all exclusive amenities 
Like ,,,jim, swimming pool garden, kids play area club house, theatre, etc 
With car  park 
Well mentain society 
Good crowd..
Situated at premium location..","2026-02-16T14:14:14.458Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-royal-classic-chs-shastri-nagar-andheri-west-western-mumbai-950-sq-ft-spid-J87308394"
"3 BHK Flat in Four Bungalows, Andheri West","3 BHK Flat","G87112790","₹4.25 Cr","₹28,333 /sqft","1,500 sqft","139 sqm","3 BHK","","Ready To Move","Greens Realty","It's a brand new buildings 
With all exclusive amenities 
Like ,,,jim, swimming pool garden, kids play area club house, theatre, etc 
With 2 car  park 
Well mentain society 
Good crowd..
Situated at premium location..","2026-02-16T14:14:14.459Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hdil-metropolis-residences-four-bungalows-mumbai-andheri-dahisar-1500-sq-ft-spid-G87112790"
"2 BHK Flat in Shastri Nagar , Andheri West, Mumbai","2 BHK Flat","D88751628","₹3.65 Cr","₹46,556 /sqft","784 sqft","73 sqm","2 BHK","","Ready To Move","G1 realty","This property faces the west direction. The flat occupies a carpet area of 784 sq.Ft. That consists of 2 bedrooms, 3 bathrooms . The flat has a total of 20 floors and this property is situated on 9th floor. This is a ready to move project and the property is 1-5 years old. The concrete flooring of this flat is beautifully designed and helps to give it a pleasing look. The society is well equipp...","2026-02-16T14:14:14.459Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-silver-arch-eden-woods-shastri-nagar-andheri-west-western-mumbai-784-sq-ft-spid-D88751628"
"2 BHK Flat in Amboli, Andheri West","2 BHK Flat","U88413416","₹2.1 Cr","₹30,000 /sqft","700 sqft","65 sqm","2 BHK","","Ready To Move","UVAAN HOUSING","The flat is east-Facing. The flat occupies a carpet area of 700 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . This flat is situated on the 1st floor of this 7 floors tall residential building. This is a ready to move project and the property is 10+ years old. The flat comes well built with marble flooring options. Another plus point for this is that it is situated near close to metro statio...","2026-02-16T14:14:14.460Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-amboli-mumbai-andheri-dahisar-700-sq-ft-spid-U88413416"
"2 BHK Flat in DN Nagar, Andheri West","2 BHK Flat","I88702076","₹2.29 Cr","₹37,055 /sqft","618 sqft","57 sqm","2 BHK","","Ready To Move","Happy realty & Financial consultancy","This residential flat is west-Facing direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a carpet area of 618 sq.Ft. The residential building has 14 floors in total and the flat for sale is located on the 9th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well bu...","2026-02-16T14:14:14.461Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dn-nagar-mumbai-andheri-dahisar-618-sq-ft-spid-I88702076"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","Y86221326","₹2.9 Cr","₹24,369 /sqft","1,190 sqft","111 sqm","2 BHK","","Ready To Move","Nita Housing","This 2 bhk apartment is available for sale in gundecha symphony, one of the most prominent projects for flats in andheri west, western mumbai. The flat is north-Facing. The flat is over 1190 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 11th floor of a 17 floors tall building. Being a ready to move project, you can expect immed...","2026-02-16T14:14:14.462Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gundecha-symphony-andheri-west-mumbai-andheri-dahisar-1190-sq-ft-spid-Y86221326"
"3 BHK Flat in Shastri Nagar , Andheri West, Mumbai","3 BHK Flat","T86793952","₹5.4 Cr","₹49,495 /sqft","1,091 sqft","101 sqm","3 BHK","","Ready To Move","Property Magnet","Located in the popular residential address of shastri nagar , andheri west, western mumbai, runwal elegante is one of the most preferred destination for apartments in western mumbai. This 3 bhk flat is your ticket to be a part of this community. Constructed on a carpet area of 1091 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms . This flat lies on the 25th level of a 33 storey building. B...","2026-02-16T14:14:14.463Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-runwal-elegante-shastri-nagar-andheri-west-western-mumbai-1091-sq-ft-spid-T86793952"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","K88679358","₹6.5 Cr","₹46,428 /sqft","1,400 sqft","130 sqm","3 BHK","","Ready To Move","Sanctum Realty Partners LLP","The flat occupies a built up area of 1400 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . The property is located on the 3rd floor of a 6 floors tall building. This is a ready to move project and the property is 10+ years old. Many of the modern amenities being offered, like maintenance staff, will provide a pleasant living experience for you.","2026-02-16T14:14:14.464Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-arshie-complex-andheri-west-mumbai-andheri-dahisar-1400-sq-ft-spid-K88679358"
"4 BHK Flat in Andheri West, Mumbai","4 BHK Flat","O88488758","₹6.85 Cr","₹41,265 /sqft","1,660 sqft","154 sqm","4 BHK","","Ready To Move","Zeris Real Estate","The flat is facing the west direction. The floor plan additionally contains 4 bedroom(s), 4 bathrooms . All in all, the flat is spread over a carpet area of 1660 sq.Ft. The flat has a total of 15 floors and this property is situated on 6th floor. This 10+ years old property is available for immediate possession as the project is ready to move. The vitrified flooring of this flat is beautifully ...","2026-02-16T14:14:14.467Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-versova-heaven-chs-andheri-west-mumbai-andheri-dahisar-1660-sq-ft-spid-O88488758"
"3 BHK Flat in Versova, Andheri West","3 BHK Flat","I88444526","₹6.85 Cr","₹57,083 /sqft","1,500 sqft","139 sqm","3 BHK","","Ready To Move","Zeris Real Estate","The flat occupies a built up area of 1500 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The residential building has 13 floors in total and the flat for sale is located on the 12th floor. As the project is already ready to move, so you can easily move into this 10+ years old property.","2026-02-16T14:14:14.468Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-everest-apartment-versova-mumbai-andheri-dahisar-1500-sq-ft-spid-I88444526"
