"title","propertyType","id","priceRange","pricePerSqft","bedrooms","bathrooms","floorSize","areaType","possessionStatus","postedBy","description","scrapedAt","pageUrl","url"
"4 BHK Flat in Andheri West, Mumbai","4 BHK Flat","M87010072","₹18 Cr","₹59,016 /sqft","3,050 sqft","283 sqm","4 BHK","","Ready To Move","BMG Properties","Windsor grande residences is one of western mumbai's most sought after destination for apartments and this 4 bhk flat in andheri west is your opportunity to be a part of this community. This is a east-Facing property. The flat is over 3050 sq.Ft. Carpet area and comes with 4 bedroom(s), 4 bathrooms and 3 balconies. This flat lies on the 26th level of a 33 storey building. This is a ready to mov...","2026-02-16T14:14:04.015Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-windsor-grande-residences-andheri-west-mumbai-andheri-dahisar-3050-sq-ft-r1-spid-M87010072"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","W86967274","₹2.45 Cr","₹28,323 /sqft","865 sqft","80 sqm","2 BHK","","Ready To Move","KWICK PROPERTY CONSULTANTS","This 2 bhk flat is located in platinum life, which houses some of the most spacious flats in andheri west, western mumbai. This residential flat is west-Facing direction. Constructed on a super built up area of 865 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . This flat is situated on the 8th floor of this 15 floors tall residential building. Being a ready to move project, you can expe...","2026-02-16T14:14:04.023Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-platinum-life-andheri-west-mumbai-andheri-dahisar-865-sq-ft-spid-W86967274"
"Romell Asrava","2, 3 BHK Apartment","435122","₹2.32 - 2.42 Cr",,"2 BHK","N/A","See configurations",,"Under Construction  · Completion in Dec, 2028","Romell Group","Choose your dream home from the wide variety of 2,3 BHK apartments in Jp Road, available for sale in Romell Asrava. Apartment prices in this housing society vary in the range of Rs. 2.32 - 3.17 Cr. This society is RERA approved and PR1180002400002 is the RERA number. Romell Asrava has apartments in multiple configurations, in range of 700 - 963 sqft","2026-02-16T14:14:04.024Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/romell-asrava-jp-road-mumbai-andheri-dahisar-npxid-r435122"
"Esto Arkis","1, 2, 3 BHK Apartment","455893","₹1.71 - 1.81 Cr",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2030","Esto Group","Here are beautifully built 1,2,3 BHK apartments in Versova, available for sale at Esto Arkis. Apartments in this complex are available in price range of Rs. 1.71 - 3.97 Cr. Esto Arkis 's RERA registration number is P51800081007. Here units have different sizes, mostly in range of 489 - 1,139 sqft CARPET area","2026-02-16T14:14:04.026Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/esto-arkis-versova-mumbai-andheri-dahisar-npxid-r455893"
"Godrej Skyshore","3, 4 BHK Apartment","446332","₹8.25 Cr",,"3 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2031","Godrej Properties","Spacious 3,4 BHK apartments in Versova are available for sale.Check out latest property options at Godrej Skyshore housing society. The housing society is RERA-registered with PM1180002500076 registration number. Prices of apartments in this project, vary between Rs. 8.25 - 13.75 Cr. Godrej Skyshore apartments are available in multiples sizes, ranging from 1,500 - 2,500 sqft CARPET area","2026-02-16T14:14:04.026Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/godrej-skyshore-versova-mumbai-andheri-dahisar-npxid-r446332"
"The Westpark","3 BHK Apartment","446324","₹5.51 - 7.59 Cr",,"3 BHK","N/A","See configurations",,"New Launch  · Completion in Jun, 2032","DLF Homes","Choose your dream home from the wide variety of 3 BHK apartments in Andheri West, available for sale in The Westpark. Here units have different sizes, mostly in range of 1,125 - 1,550 sqft CARPET area. Apartment prices in this housing society vary in the range of Rs. 5.51 - 7.59 Cr. The Westpark 's RERA registration number is PR1181012500079","2026-02-16T14:14:04.027Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/the-westpark-andheri-west-mumbai-andheri-dahisar-npxid-r446324"
"Linkbay Residences","2, 3, 4 BHK Apartment","400448","₹3.63 Cr",,"2 BHK","N/A","See configurations",,"Under Construction  · Completion in Oct, 2028","Adani Realty","Choose your dream home from the wide variety of 2,3,4 BHK apartments in Andheri West, available for sale in Linkbay Residences. Prices of apartments in this project, vary between Rs. 3.63 - 7.4 Cr. The housing society is RERA-registered with P51800047539 registration number. Linkbay Residences apartments are available in multiples sizes, ranging from 849 - 1,837 sqft CARPET area","2026-02-16T14:14:04.027Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/linkbay-residences-andheri-west-mumbai-andheri-dahisar-npxid-r400448"
"Veena Codename One Luxe","4 BHK Apartment","435094","₹8.89 - 9.51 Cr",,"4 BHK","N/A","See configurations",,"Under Construction  · Completion in Mar, 2028","Veena Developers","Choose your dream home from the wide variety of 4 BHK apartments in Lokhandwala Andheri West, available for sale in Veena Codename One Luxe. Veena Codename One Luxe is a RERA- registered society and PM1180002400053 is the RERA registration number. This society offers apartments in the price range of Rs. 8.89 - 9.51 Cr. Here units have different sizes, mostly in range of 1,699 - 1,817 sqft CARPET area","2026-02-16T14:14:04.028Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/veena-codename-one-luxe-lokhandwala-andheri-west-mumbai-andheri-dahisar-npxid-r435094"
"Adcore Westwood","2, 3, 4 BHK Apartment","429872","₹3.25 Cr",,"2 BHK","N/A","See configurations",,"Under Construction  · Completion in Dec, 2029","Adcore Developers LLP","Adcore Westwood, one of the known housing societes in Western Mumbai, brings classic yet modern 2,3,4 BHK apartments in Andheri West. Apartments in this complex are available in price range of Rs. 3.25 - 6.88 Cr. Here units have different sizes, mostly in range of 768 - 1,638 sqft CARPET area. Adcore Westwood 's RERA registration number is P51800056187","2026-02-16T14:14:04.028Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/adcore-westwood-andheri-west-mumbai-andheri-dahisar-npxid-r429872"
"Gurukrupa Dhyanam","2, 3 BHK Apartment","427590","₹2.7 - 2.76 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Mar, 2027","Gurukrupa Realcon","Gurukrupa Dhyanam society now offers elegantly built 2,3 BHK apartments in Andheri West. Gurukrupa Dhyanam 's RERA registration number is P51800055801. Gurukrupa Dhyanam has apartments in multiple configurations, in range of 714 - 952 sqft. Prices of apartments in this project, vary between Rs. 2.7 - 4 Cr","2026-02-16T14:14:04.029Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/gurukrupa-dhyanam-andheri-west-mumbai-andheri-dahisar-npxid-r427590"
"Kolte Serenova","1, 2, 3 BHK Apartment","452929","₹1.31 - 4.27 Cr",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in May, 2029","Kolte Patil","Spacious 1,2,3 BHK apartments in Ratan Nagar are available for sale.Check out latest property options at Kolte Serenova housing society. This society offers apartments in the price range of Rs. 1.31 - 5.65 Cr. Kolte Serenova 's RERA registration number is PR1180002500850. Here units have different sizes, mostly in range of 291 - 1,093 sqft CARPET area","2026-02-16T14:14:04.029Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/kolte-serenova-ratan-nagar-mumbai-andheri-dahisar-npxid-r452929"
"Rustomjee Ocean Vista","4, 5 BHK Apartment","428718","₹20.86 - 21.84 Cr",,"4 BHK","N/A","See configurations",,"New Launch  · Completion in May, 2029","Rustomjee Builders","Spacious 4,5 BHK apartments in Andheri West are available for sale.Check out latest property options at Rustomjee Ocean Vista housing society. Rustomjee Ocean Vista 's RERA registration number is P51800076673. Apartments in Rustomjee Ocean Vista have CARPET area ranging between 2,392 - 3,874 sqft. This society offers apartments in the price range of Rs. 20.86 - 33.78 Cr","2026-02-16T14:14:04.029Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/rustomjee-ocean-vista-andheri-west-mumbai-andheri-dahisar-npxid-r428718"
"Platinum Crest","1, 2 BHK Apartment","443492","₹1.24 - 1.38 Cr",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2028","Platinum Corp","Spacious 1,2 BHK apartments in Andheri West are available for sale.Check out latest property options at Platinum Crest housing society. The housing society is RERA-registered with P51800079919 registration number. Prices of apartments in this project, vary between Rs. 1.24 - 1.83 Cr. Apartments in Platinum Crest have CARPET area ranging between 415 - 610 sqft","2026-02-16T14:14:04.030Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/platinum-crest-andheri-west-mumbai-andheri-dahisar-npxid-r443492"
"3 BHK Flat in Navneeth Colony, Andheri West","3 BHK Flat","K85882540","₹2.75 Cr","₹20,370 /sqft","1,350 sqft","125 sqm","3 BHK","","Ready To Move","Owner","This residential flat is north-Facing direction. Constructed on a carpet area of 1350 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 13th level of a 15 storey building. As the project is already ready to move, so you can easily move into this 10+ years old property. The ceramic flooring of this flat is beautifully designed and helps to give it a plea...","2026-02-16T14:14:04.030Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aawej-heights-navneeth-colony-mumbai-andheri-dahisar-1350-sq-ft-spid-K85882540"
"Bharat Alta Vistas","3 BHK Apartment","416283","₹6.87 - 7.01 Cr",,"3 BHK","N/A","See configurations",,"Under Construction  · Completion in Sep, 2030","Bharat Infra","Here are beautifully built 3 BHK apartments in Lokhandwala Andheri West, available for sale at Bharat Alta Vistas. This society offers apartments in the price range of Rs. 6.87 - 7.01 Cr. The housing society is RERA-registered with P51800052790 registration number. Bharat Alta Vistas has apartments in multiple configurations, in range of 1,282 - 1,308 sqft","2026-02-16T14:14:04.031Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/bharat-alta-vistas-lokhandwala-andheri-west-mumbai-andheri-dahisar-npxid-r416283"
"Codename Rich Living","1, 2, 3 BHK Apartment","448271","₹1.82 Cr",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2030","DGS Land Developers","Looking for your dream home? Explore 1,2,3 BHK apartments in Lokhandwala Andheri West, now available in Codename Rich Living. Here units have different sizes, mostly in range of 480 - 1,197 sqft CARPET area. Apartments in this complex are available in price range of Rs. 1.82 - 4.55 Cr. This society is RERA approved and PM1180002500121 is the RERA number","2026-02-16T14:14:04.032Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/codename-rich-living-lokhandwala-andheri-west-mumbai-andheri-dahisar-npxid-r448271"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","U87799928","₹4.25 Cr","₹42,500 /sqft","1,000 sqft","93 sqm","3 BHK","","Ready To Move","Owner","This lovely 3 bhk apartment/flat in andheri west is available for sale in one of western mumbai's most popular projects, jeevan jyoti chsl. The flat is facing the east direction. Constructed on a carpet area of 1000 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 3 balconies. This flat is situated on the 4th floor of this 7 floors tall residential building. This 10+ years old property ...","2026-02-16T14:14:04.032Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-andheri-west-mumbai-andheri-dahisar-1000-sq-ft-spid-U87799928"
"Disha Elysium","2, 3 BHK Apartment","437901","₹2.24 - 3.03 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Mar, 2030","Disha Construction Mumbai","Spacious 2,3 BHK apartments in Andheri West are available for sale.Check out latest property options at Disha Elysium housing society. Disha Elysium 's RERA registration number is P51800077977. Prices of apartments in this project, vary between Rs. 2.24 - 3.91 Cr. Apartments in Disha Elysium have CARPET area ranging between 560 - 1,070 sqft","2026-02-16T14:14:04.033Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/disha-elysium-andheri-west-mumbai-andheri-dahisar-npxid-r437901"
"Bhoomi Amogh","2, 3, 4 BHK Apartment","459481","₹3.75 - 4.01 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2029","Bhoomi","Bhoomi Amogh, one of the known housing societes in Western Mumbai, brings classic yet modern 2,3 BHK apartments in Andheri West. Apartments in this complex are available in price range of Rs. 3.75 - 6.28 Cr. Apartments in Bhoomi Amogh have CARPET area ranging between 782 - 1,309 sqft. The housing society is RERA-registered with PM1180002501969 registration number","2026-02-16T14:14:04.033Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/bhoomi-amogh-andheri-west-mumbai-andheri-dahisar-npxid-r459481"
"Ananta","1, 2, 3 BHK Apartment","435093","Price on Request",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Mar, 2028","Jet Realty","Looking for your dream home? Explore 1,2,3 BHK apartments in Andheri West, now available in Ananta. Here units have different sizes, mostly in range of 481 - 1,087 sqft CARPET area. Apartment prices in this housing society vary in the range of Rs. 3.04 - 4.35 Cr. This society is RERA approved and PM1180002400036 is the RERA number","2026-02-16T14:14:04.033Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/ananta-andheri-west-mumbai-andheri-dahisar-npxid-r435093"
"Mesacon Greens","2, 3, 4 BHK Apartment","421668","₹2.35 - 3.24 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Jun, 2027","Mesacon Spaces LLP","Mesacon Greens society now offers elegantly built 2,3,4 BHK apartments in Andheri West. This society is RERA approved and P51800054234 is the RERA number. Mesacon Greens has apartments in multiple configurations, in range of 560 - 1,760 sqft. This society offers apartments in the price range of Rs. 2.35 - 7.39 Cr","2026-02-16T14:14:04.034Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/mesacon-greens-andheri-west-mumbai-andheri-dahisar-npxid-r421668"
"DLH Leo Tower","2 BHK Apartment","388166","₹2.85 - 3 Cr",,"2 BHK","N/A","See configurations",,"Ready To Move  · Since Feb, 2025","Dev Land and Housing","Finest 2 BHK apartments in Andheri West available for sale in DLH Leo Tower. Apartments in this complex are available in price range of Rs. 2.85 - 3 Cr. DLH Leo Tower apartments are available in multiples sizes, ranging from 640 - 670 sqft CARPET area. This society is RERA approved and P51800033905 is the RERA number","2026-02-16T14:14:04.034Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/dlh-leo-tower-andheri-west-mumbai-andheri-dahisar-npxid-r388166"
"3 BHK Flat in SV Patel Nagar, Andheri West","3 BHK Flat","X88078252","₹3.45 Cr","₹25,200 /sqft","1,369 sqft","127 sqm","3 BHK","","Ready To Move","Owner","Located in andheri wests versova venus chs, this 3 bhk flat spans 1369 sq.Ft. On the 2nd floor of an 11-Story high-Rise. Over 10 years old, the apartment includes 3 bedrooms and bathrooms, offering immediate availability. Semi-Furnished and well-Planned, it benefits from nearby metro access and essential amenities.","2026-02-16T14:14:04.035Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-versova-venus-chs-sv-patel-nagar-mumbai-andheri-dahisar-1369-sq-ft-spid-X88078252"
"Sunbeam Heights","1, 2, 3 BHK Apartment","407542","₹1.31 - 1.42 Cr",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2027","Sun Beam High Tech Developers","Check out 1,2,3 BHK apartments in Andheri West, now available for sale at Sunbeam Heights. Apartments in this complex are available in price range of Rs. 1.31 - 3.05 Cr. Sunbeam Heights is a RERA- registered society and P51800049875 is the RERA registration number. Here units have different sizes, mostly in range of 402 - 935 sqft CARPET area","2026-02-16T14:14:04.035Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/sunbeam-heights-andheri-west-mumbai-andheri-dahisar-npxid-r407542"
"Transcon Triumph","1, 2, 3, 4 BHK Apartment","270475","₹1.5 - 1.58 Cr",,"1 BHK","N/A","See configurations",,"Partially Ready To Move  · Completion in Sep, 2026","Transcon Developers","Check out 1,2,3,4 BHK apartments in Andheri West, now available for sale at Transcon Triumph. Transcon Triumph 's RERA registration number is P51800005361. Prices of apartments in this project, vary between Rs. 1.5 - 9.19 Cr. Transcon Triumph apartments are available in multiples sizes, ranging from 376 - 2,187 sqft CARPET area","2026-02-16T14:14:04.035Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/transcon-triumph-andheri-west-mumbai-andheri-dahisar-npxid-r270475"
"Hubtown The Premiere Residences","2, 3, 4 BHK Apartment","257525","₹3.48 - 4.6 Cr",,"2 BHK","N/A","See configurations",,"Under Construction  · Completion in Jul, 2029","Hubtown","Check out 2,3,4 BHK apartments in Andheri West, now available for sale at Hubtown The Premiere Residences. Here units have different sizes, mostly in range of 673 - 1,514 sqft CARPET area. This society is RERA approved and P51800002671 is the RERA number. Prices of apartments in this project, vary between Rs. 3.48 - 5.75 Cr","2026-02-16T14:14:04.036Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/hubtown-the-premiere-residences-andheri-west-mumbai-andheri-dahisar-npxid-r257525"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","D87407644","₹3.79 Cr","₹47,256 /sqft","802 sqft","75 sqm","2 BHK","","Ready To Move","Owner","Spacious fully furnished 2 bhk for sale
Well-Planned and beautifully maintained 2 bhk apartment available for sale. The home is fully furnished and offers lush open views, ensuring ample natural light and excellent ventilation throughout the day.
Ideal for families or end-Users looking for a ready-To-Move-In home with a calm and airy living experience.","2026-02-16T14:14:04.036Z","https://www.99acres.com/search/property/buy/andheri-west-mumbai?city=218&locality=4954&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rna-ng-eclat-andheri-west-mumbai-andheri-dahisar-802-sq-ft-spid-D87407644"
"2 BHK Flat in Majiwada, Thane","2 BHK Flat","V88187208","₹1.25 Cr","₹17,857 /sqft","700 sqft","65 sqm","2 BHK","","Ready To Move","Krishvi Realty","This 2 bhk flat is located in rustomjee azziano, which houses some of the most spacious flats in majiwada, thane. This is a east-Facing property. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 700 sq.Ft. This flat lies on the 17th level of a 36 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old ...","2026-02-16T14:14:07.696Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rustomjee-azziano-majiwada-mumbai-thane-700-sq-ft-spid-V88187208"
"1 BHK Flat in Vinay Nagar, Mira Road East","1 BHK Flat","P88602106","₹67 Lac","₹12,617 /sqft","531 sqft","49 sqm","1 BHK","","Under Construction","Shreyans Realtors","The floor plan additionally contains 1 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a carpet area of 531 sq.Ft. The property is located on the 6th floor of a 45 floors tall building. This residential property is still under construction and will be available for possession within 6 months. Jp the palace is designed very well to provide modern facilities such as s...","2026-02-16T14:14:07.750Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-jp-the-palace-vinay-nagar-mira-bhayandar-531-sq-ft-spid-P88602106"
"Sunteck City Avenue 4","3 BHK Apartment","344821","₹3.29 - 3.97 Cr",,"3 BHK","N/A","See configurations",,"Ready To Move  · Since Jun, 2025","Sunteck Realty","Sunteck City Avenue 4, one of the known housing societes in Western Mumbai, brings classic yet modern 3 BHK apartments in Goregaon West. Sunteck City Avenue 4 is a RERA- registered society and P51800023072 is the RERA registration number. Prices of apartments in this project, vary between Rs. 3.29 - 3.97 Cr. Sunteck City Avenue 4 has apartments in multiple configurations, in range of 902 - 1,088 sqft","2026-02-16T14:14:07.752Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/sunteck-city-avenue-4-goregaon-west-mumbai-andheri-dahisar-npxid-r344821"
"Sunteck Altavia","3, 4 BHK Apartment","459662","₹3.75 - 4.68 Cr",,"3 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2031","Sunteck Realty","Looking for your dream home? Explore 3,4 BHK apartments in Goregaon West, now available in Sunteck Altavia. This society is RERA approved and PR1181012502068 is the RERA number. Sunteck Altavia apartments are available in multiples sizes, ranging from 1,267 - 1,700 sqft CARPET area. Prices of apartments in this project, vary between Rs. 3.75 - 5.1 Cr","2026-02-16T14:14:07.753Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/sunteck-altavia-goregaon-west-mumbai-andheri-dahisar-npxid-r459662"
"Elysian by Oberoi Realty","3, 4 BHK Apartment","373148","₹7.84 Cr",,"3 BHK","N/A","See configurations",,"Under Construction  · Completion in Jun, 2027","Oberoi Realty","Elysian by Oberoi Realty society now offers elegantly built 3,4 BHK apartments in Goregaon East. Prices of apartments in this project, vary between Rs. 7.84 - 10.84 Cr. Elysian by Oberoi Realty 's RERA registration number is P51800027667. Elysian by Oberoi Realty has apartments in multiple configurations, in range of 1,737 - 2,400 sqft","2026-02-16T14:14:07.754Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/elysian-by-oberoi-realty-goregaon-east-mumbai-andheri-dahisar-npxid-r373148"
"Ruparel Stardom","2, 3 BHK Apartment","425106","₹2.35 Cr",,"2 BHK","N/A","See configurations",,"Under Construction  · Completion in Jun, 2028","Ruparel Realty","Choose your dream home from the wide variety of 2,3 BHK apartments in Evershine Nagar, available for sale in Ruparel Stardom. Prices of apartments in this project, vary between Rs. 2.35 - 3.8 Cr. This society is RERA approved and P51800055521 is the RERA number. Apartments in Ruparel Stardom have CARPET area ranging between 737 - 1,235 sqft","2026-02-16T14:14:07.754Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/ruparel-stardom-evershine-nagar-mumbai-andheri-dahisar-npxid-r425106"
"Ruparel Vivanza","2, 3 BHK Apartment","88315","₹2.55 - 2.93 Cr",,"2 BHK","N/A","See configurations",,"Under Construction  · Completion in Mar, 2027","Ruparel Realty","Choose your dream home from the wide variety of 2,3 BHK apartments in Byculla, available for sale in Ruparel Vivanza. Prices of apartments in this project, vary between Rs. 2.86 - 5.27 Cr. Apartments in Ruparel Vivanza have CARPET area ranging between 635 - 1,172 sqft. This society is RERA approved and P51900003595 is the RERA number","2026-02-16T14:14:07.755Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/ruparel-vivanza-byculla-south-mumbai-npxid-r88315"
"Ruparel Urbana","1, 2 BHK Apartment","434130","₹94.9 L",,"1 BHK","N/A","See configurations",,"Under Construction  · Completion in Dec, 2028","Ruparel Realty","Looking for your dream home? Explore 1,2 BHK apartments in Kurla, now available in Ruparel Urbana. The housing society is RERA-registered with P51800077585 registration number. Apartments in this complex are available in price range of Rs. 94.9 L - 1.49 Cr. Apartments in Ruparel Urbana have CARPET area ranging between 390 - 595 sqft","2026-02-16T14:14:07.756Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/ruparel-urbana-kurla-central-mumbai-suburbs-npxid-r434130"
"Runwal Bliss","1, 2, 3 BHK Apartment","91047","₹1.12 - 1.66 Cr",,"1 BHK","N/A","See configurations",,"Partially Ready To Move  · Completion in Jun, 2028","Runwal Enterprises","Spacious 1,2,3 BHK apartments in Kanjurmarg East are available for sale.Check out latest property options at Runwal Bliss housing society. Runwal Bliss 's RERA registration number is P51800001296. Apartments in this complex are available in price range of Rs. 1.12 - 2.89 Cr. Apartments in Runwal Bliss have CARPET area ranging between 351 - 948 sqft","2026-02-16T14:14:07.756Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/runwal-bliss-kanjurmarg-east-central-mumbai-suburbs-npxid-r91047"
"Raymond The Address by GS Tower 3","2, 3 BHK Apartment","459163","₹2.51 - 2.97 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Mar, 2031","Raymond Realty","Here are beautifully built 2,3 BHK apartments in Wadala, available for sale at Raymond The Address by GS Tower 3. Raymond The Address by GS Tower 3 has apartments in multiple configurations, in range of 696 - 1,270 sqft. Prices of apartments in this project, vary between Rs. 2.51 - 4.57 Cr. This society is RERA approved and PR1170002501878 is the RERA number","2026-02-16T14:14:07.757Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/raymond-the-address-by-gs-tower-3-wadala-south-mumbai-npxid-r459163"
